iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
867	244	274	244	340	244	274	340
868	244	275	244	340	244	275	340
869	244	273	244	340	244	273	340
870	244	273	244	340	244	273	340
871	244	274	244	340	244	274	340
872	244	273	244	340	244	273	340
873	244	273	244	340	244	273	340
874	244	273	244	340	244	273	340
875	243	272	243	340	243	272	340
876	243	272	243	340	243	272	340
877	244	273	244	340	244	273	340
878	244	273	244	340	244	273	340
879	243	272	243	340	243	272	340
880	243	272	243	340	243	272	340
881	243	272	243	340	243	272	340
882	244	273	244	340	244	273	340
883	244	273	244	340	244	273	340
884	244	273	244	340	244	273	340
885	244	273	244	340	244	273	340
886	244	273	244	340	244	273	340
887	244	273	244	340	244	273	340
888	244	273	244	340	244	273	340
889	244	273	244	340	244	273	340
890	244	273	244	340	244	273	340
891	244	273	244	340	244	273	340
892	244	273	244	340	244	273	340
893	244	273	244	340	244	273	340
894	244	273	244	340	244	273	340
895	244	273	244	340	244	273	340
896	244	273	244	340	244	273	340
897	244	273	244	340	244	273	340
898	244	273	244	340	244	273	340
899	244	273	244	340	244	273	340
900	244	273	244	340	244	273	340
901	244	273	244	340	244	273	340
902	244	273	244	340	244	273	340
903	244	273	244	340	244	273	340
904	244	273	244	340	244	273	340
905	244	273	244	340	244	273	340
906	244	273	244	340	244	273	340
907	244	273	244	340	244	273	340
908	244	273	244	340	244	273	340
909	244	273	244	340	244	273	340
910	245	274	245	340	245	274	340
911	245	274	245	340	245	274	340
912	245	274	245	340	245	274	340
913	245	274	245	340	245	274	340
914	245	274	245	340	245	274	340
915	245	274	245	340	245	274	340
916	245	274	245	340	245	274	340
917	245	274	245	340	245	274	340
918	245	274	245	340	245	274	340
919	244	273	244	340	244	273	340
920	244	273	244	340	244	273	340
921	244	273	244	340	244	273	340
922	244	273	244	340	244	273	340
923	244	273	244	340	244	273	340
924	244	273	244	340	244	273	340
925	244	273	244	340	244	273	340
926	244	273	244	340	244	273	340
927	244	273	244	340	244	273	340
928	244	273	244	340	244	273	340
929	244	273	244	340	244	273	340
930	244	273	244	340	244	273	340
931	244	273	244	340	244	273	340
932	244	273	244	340	244	273	340
933	244	273	244	340	244	273	340
934	244	273	244	340	244	273	340
935	244	273	244	340	244	273	340
936	244	273	244	340	244	273	340
937	244	273	244	340	244	273	340
938	244	273	244	340	244	273	340
939	244	273	244	340	244	273	340
940	244	273	244	340	244	273	340
941	244	273	244	340	244	273	340
942	244	273	244	340	244	273	340
943	244	273	244	340	244	273	340
944	244	273	244	340	244	273	340
945	244	273	244	340	244	273	340
946	244	273	244	340	244	273	340
947	244	273	244	340	244	273	340
948	244	273	244	340	244	273	340
949	244	273	244	340	244	273	340
950	244	273	244	340	244	273	340
951	244	273	244	340	244	273	340
952	244	273	244	340	244	273	340
953	244	273	244	340	244	273	340
954	244	273	244	340	244	273	340
955	244	273	244	340	244	273	340
956	245	274	245	340	245	274	340
957	244	273	244	340	244	273	340
958	245	274	245	340	245	274	340
959	246	275	246	340	246	275	340
960	246	275	246	340	246	275	340
961	246	275	246	340	246	275	340
962	246	275	246	340	246	275	340
963	246	275	246	340	246	275	340
964	246	275	246	340	246	275	340
965	246	275	246	340	246	275	340
966	246	275	246	340	246	275	340
967	246	275	246	340	246	275	340
968	246	275	246	340	246	275	340
969	246	275	246	340	246	275	340
970	246	275	246	340	246	275	340
971	246	275	246	340	246	275	340
972	246	275	246	340	246	275	340
973	246	274	246	340	246	274	340
974	246	274	246	340	246	274	340
975	245	273	245	340	245	273	340
976	245	273	245	340	245	273	340
977	245	273	245	340	245	273	340
978	245	273	245	340	245	273	340
979	245	273	245	340	245	273	340
980	245	273	245	340	245	273	340
981	245	273	245	340	245	273	340
982	245	273	245	340	245	273	340
983	245	273	245	340	245	273	340
984	245	273	245	340	245	273	340
985	245	273	245	340	245	273	340
986	245	273	245	340	245	273	340
987	245	273	245	340	245	273	340
988	245	273	245	340	245	273	340
989	244	272	244	340	244	272	340
990	244	272	244	340	244	272	340
991	245	273	245	340	245	273	340
992	244	272	244	340	244	272	340
993	244	272	244	340	244	272	340
994	245	272	245	340	245	272	340
995	245	272	245	340	245	272	340
996	245	272	245	340	245	272	340
997	245	272	245	340	245	272	340
998	245	272	245	340	245	272	340
999	245	272	245	340	245	272	340
